;Hidden Layers;Alpha;Activation;Fitness
0;220;0.7762177189441485;relu;0.23093276088780862
1;220;0.7762177189441485;relu;0.23093276088780862
2;220;0.7762177189441485;relu;0.23093276088780862
3;220;0.8575584126832;relu;0.22945414788481036
4;220;0.8575584126832;relu;0.22945414788481036
5;220;0.7929177661778377;relu;0.2283009446676726
6;220;0.7929177661778377;relu;0.2283009446676726
7;220;0.7929177661778377;relu;0.2283009446676726
8;220;0.7929177661778377;relu;0.2283009446676726
9;220;0.7929177661778377;relu;0.2283009446676726
10;220;0.7929177661778377;relu;0.2283009446676726
11;220;0.7929177661778377;relu;0.2283009446676726
12;220;0.9787414053993986;relu;0.2270813337813527
13;220;0.9787414053993986;relu;0.2270813337813527
14;220;0.9787414053993986;relu;0.2270813337813527
