DATA;MLP;RF;XGBoost
2023-11-30;4;4;3
2023-12-31;4;3;8
2024-01-31;2;2;1
2024-02-29;4;0;6
2024-03-31;7;4;7
2024-04-30;7;6;7
2024-05-31;4;3;3
2024-06-30;3;2;1
2024-07-31;0;1;0
2024-08-31;0;2;1
2024-09-30;9;4;7
2024-10-31;9;4;7
