DATA;MLP;RF;XGBoost
2023-11-30;4;4;3
2023-12-31;3;3;3
2024-01-31;1;1;1
2024-02-29;3;2;3
2024-03-31;3;3;4
2024-04-30;3;3;3
2024-05-31;3;2;1
2024-06-30;1;1;1
2024-07-31;1;1;2
2024-08-31;3;2;1
2024-09-30;3;3;2
2024-10-31;3;3;3
