DATA;ESN;MLP;RF;XGBoost
2023-11-30;5842.677116367724;5518.027696285523;5410.646371053554;6127.6577
2023-12-31;5479.481315455088;5925.943036080773;5216.060648279596;5066.944
2024-01-31;1588.6717262285001;3021.5454472841607;4239.563231697783;3609.1934
2024-02-29;3258.3112184143683;4036.3381919852554;3910.658612574216;3964.9543
2024-03-31;5093.938871298914;4256.480509070311;5215.84262186157;5249.409
2024-04-30;3544.6700800630133;5176.2980225905485;5413.2681659253485;6141.5103
2024-05-31;1535.2962464517618;4357.553781891244;5071.1528920325745;5083.61
2024-06-30;1336.1052113913609;3803.3541527653597;3480.089045403914;3440.589
2024-07-31;41578.93949446976;3219.5970967184394;3751.161675344779;3944.1443
2024-08-31;12710.563674809722;3948.2598397043776;5157.245755764703;5211.208
2024-09-30;2987.3313115029932;5155.426032084693;5320.1450890022725;5370.604
2024-10-31;4533.20589773801;4921.641033043725;5138.940038497221;4902.6064
