DATA;ESN;MLP;RF;XGBoost
2023-11-30;34517.35737836372;26302.15588703559;23795.162679172678;23353.238
2023-12-31;34882.57876092735;30109.660278895713;23812.11081959707;22287.4
2024-01-31;19853.298929014458;17942.64024065021;24808.66689258182;26317.387
2024-02-29;24534.3736665833;23563.109704326445;22427.987759971507;21813.725
2024-03-31;36652.052840395554;25791.670477522075;26373.547691325555;29320.096
2024-04-30;26048.786181244195;27009.13985132174;26645.31642800555;26775.643
2024-05-31;27119.99577720455;18766.303828441967;24717.173250529428;20845.982
2024-06-30;12336.214183179032;18151.495505878014;15598.888141673142;16247.476
2024-07-31;-35939.69946400448;16750.881711121616;12827.882330262331;14829.362
2024-08-31;16401.26489651565;16172.991448591369;15068.112627372628;14856.878
2024-09-30;19031.64010869926;24321.469844357824;23446.217583973757;22423.062
2024-10-31;21470.863889719523;24202.682284907598;25145.18953999704;24302.191
