DATA;ESN;MLP;RF;XGBoost
2023-11-30;10778.432434381146;9597.71325796853;9798.210925925927;10440.325
2023-12-31;9031.94238204546;9858.656233132338;9256.822771074243;10252.235
2024-01-31;5852.388858831651;5912.993464098462;8364.868003341688;6531.25
2024-02-29;5814.742930781372;6996.300310710721;6744.68755467271;6366.2446
2024-03-31;8967.397775458798;8173.088518338654;8436.91022556391;6602.7544
2024-04-30;8282.825165658427;8931.04864561475;8544.144828738514;6945.6313
2024-05-31;7900.776134410944;8416.046652477695;8406.939035087718;6731.953
2024-06-30;3438.67055270216;8285.070509915735;6635.870308614674;5468.2495
2024-07-31;7963.975058934698;7824.388549654145;6758.337454241665;5738.2646
2024-08-31;14221.025316289157;7661.710116954113;8489.589273182959;7317.658
2024-09-30;7896.820664619806;9092.274208925926;8544.144828738514;6947.8057
2024-10-31;6232.511517920032;8918.242500792087;8021.407881562883;7820.759
