DATA;ESN;MLP;RF;XGBoost
2023-11-30;25177.624889163166;23014.190610778525;19726.888950771452;20406.31
2023-12-31;22690.710133591183;24595.89505324977;19609.846551781553;17176.752
2024-01-31;12234.456872754497;10416.77151959244;18167.80525232078;14245.593
2024-02-29;17547.57962753737;18901.36064599888;17191.43525408687;17550.734
2024-03-31;27115.044391954616;22193.384907643;23989.26475108225;23166.496
2024-04-30;23359.371026998153;22965.18911317782;23639.057285677285;25103.443
2024-05-31;9403.547010561912;15930.684848029068;15280.585287756903;15632.578
2024-06-30;10027.91139719457;14484.660971006128;12364.474185340801;12238.097
2024-07-31;5414.8057015148;10429.361606653474;9862.245079365079;8362.139
2024-08-31;11426.295208522379;11796.276880338955;15074.419385521884;16660.617
2024-09-30;7980.372455106017;15371.133719666415;14502.080024050025;16199.408
2024-10-31;18904.81368407598;20974.526844849235;22933.610063455064;21343.326
