DATA;ESN;MLP;RF;XGBoost
2023-11-30;11452.269976785677;11137.867826689275;12200.038852536352;13483.929
2023-12-31;9814.903607020531;12301.68676921513;11114.952622279681;11398.084
2024-01-31;211278.1245074173;5865.841613327949;10031.604011544012;9477.795
2024-02-29;212636.25040489604;8712.55726971705;9745.23156212209;10757.215
2024-03-31;215460.3635681828;9578.441795608262;11461.871828628886;10409.797
2024-04-30;215619.0501809906;11659.080865614207;12149.758519536019;13230.37
2024-05-31;215230.5065379894;10054.08460018946;12057.052137769639;11346.921
2024-06-30;210905.31424333798;10693.860779612394;9446.691800655484;8129.6924
2024-07-31;214713.95223743166;8899.155199393685;8824.72658173211;9437.719
2024-08-31;218449.981770672;7444.402773006401;10046.89273689274;9993.38
2024-09-30;215389.23972907558;11292.065499573726;10177.786036994195;9478.13
2024-10-31;217167.19965658474;10010.624641440018;12199.540815018316;11528.649
