DATA;ESN;MLP;RF;XGBoost
2023-11-30;3264.069606244995;3243.099644381274;3295.8133485958483;2920.2048
2023-12-31;2384.3128597161135;3237.105994996806;2933.122017427018;3141.7415
2024-01-31;2520.589478137137;2754.7031728979164;3080.215336885337;2994.8323
2024-02-29;3587.6804948116087;2993.6113961109063;2710.349138269138;2573.2583
2024-03-31;2653.612663121012;3099.803769884666;2937.8885446035447;3014.4558
2024-04-30;3543.42429048511;3260.512378891335;3213.2515726670986;2998.5876
2024-05-31;3644.384566936187;2854.182060912308;3005.1660073260073;3519.1138
2024-06-30;3474.8629729403983;3166.991467377982;2757.4303892403896;2667.7432
2024-07-31;1624.5129848991469;2362.9559870931766;2843.637784992785;2861.5212
2024-08-31;4988.0186773554;2926.0553471406615;3661.236561659588;3632.564
2024-09-30;2983.600785002079;3161.474053779478;3033.088439708439;3054.4475
2024-10-31;2373.143249304499;2817.9207045117278;2972.3404773004777;2616.2703
