DATA;ESN;MLP;RF;XGBoost
2023-11-30;5607.995102888983;4331.645896792938;4645.575523300229;4769.012
2023-12-31;5171.703913936472;5796.027444785844;5178.741944536944;4571.754
2024-01-31;3447.622131619249;3581.478703086499;4254.922917267917;3581.4238
2024-02-29;4618.051468768074;5244.735812109731;4680.866684209037;4550.278
2024-03-31;6527.606273003937;5399.857103342829;4826.68085688821;4840.3257
2024-04-30;5951.9438820838195;5391.678147133855;5544.496809269163;4730.6426
2024-05-31;4970.61863476386;4618.292700504865;5050.262752400106;4678.286
2024-06-30;4225.191157977036;5027.324665399323;5272.863284493285;4757.08
2024-07-31;3434.044760488511;4706.35502657923;4311.711322751323;3167.1936
2024-08-31;5212.387156067733;3784.493726088808;5080.809791472146;4620.745
2024-09-30;4846.650390578177;5322.351759832453;4600.7050865800875;4164.3413
2024-10-31;5514.9438210312355;4994.7889218024575;5245.099087394089;4295.3345
