;MAPE;RRMSE
ESN;0.2433868682508679;0.2689389521441355
MLP;0.3358074518523875;0.3143914488148748
RF;0.261119665508838;0.29327281284313855
XGBoost;0.23632027470207595;0.27429461665486293
