;MAPE;RRMSE
ESN;0.18815206020315478;0.18815206020315478
MLP;0.23314045908959596;0.23314045908959596
RF;0.23240866835159468;0.23240866835159468
XGBoost;0.33918746159754226;0.33918746159754226
