;MAPE;RRMSE
ESN;0.2112863332236439;0.25915164985381334
MLP;0.22986565455083932;0.22650963089973028
RF;0.2194612608777952;0.2495864917415363
XGBoost;0.19797151186091863;0.2488748237413871
