;MAPE;RRMSE
ESN;0.22414988023680893;0.22833246834708856
MLP;0.1873056791602096;0.20989500458071528
RF;0.11084398652557803;0.10601149748613906
XGBoost;0.1250477689493615;0.12266130855052905
