;MAPE;RRMSE
ESN;0.18933457108709395;0.22199141176573844
MLP;0.20989153332554053;0.22984568102956704
RF;0.1539688726265349;0.17577994675398073
XGBoost;0.1111311049337191;0.13647958554864517
WSB;0.16663859862220587;0.186238202820247
