;MAPE;RRMSE
ESN;0.5957518944379024;0.6753055035190831
MLP;0.16209289556937884;0.18007793001428457
RF;0.03853924568599213;0.043810242707010824
XGBoost;0.10625548174054167;0.10824116491619001
