;MAPE;RRMSE
ESN;0.14774096127781652;0.17153027247368557
MLP;0.11554998297781323;0.1220698363844238
RF;0.13310909274453966;0.15911471154131515
XGBoost;0.16571743437992167;0.17970550736872845
