;MAPE;RRMSE
ESN;0.31323968832583426;0.2824377162216029
MLP;0.3970240347303347;0.34596810869118616
RF;0.36836950046385186;0.3137176683109647
XGBoost;0.3525299292850626;0.31878297550613993
WSB;0.2792722042204091;0.25525449225609065
