;MAPE;RRMSE
ESN;0.08278549000451228;0.08278549000451228
MLP;0.1688510002001071;0.1688510002001071
RF;0.14692399550423418;0.14692399550423418
XGBoost;0.3177525149955131;0.3177525149955131
