;MAPE;RRMSE
ESN;0.1853485473233513;0.20778388346584198
MLP;0.3416936833685127;0.3266760882696729
RF;0.23848018213122402;0.24793645621776259
XGBoost;0.24477844901620405;0.24677458138103772
