;MAPE;RRMSE
ESN;0.17081938538627495;0.2138291735834453
MLP;0.19170143854949906;0.2112900707860267
RF;0.1820026066610677;0.2084798237814083
XGBoost;0.17232518965394705;0.18038821684738288
WSB;0.16480258902127817;0.19267504061739063
