DATA;MLP;RF;XGBoost
2023-11-30;6;7;7
2023-12-31;5;8;8
2024-01-31;4;4;7
2024-02-29;8;8;1
2024-03-31;7;8;9
2024-04-30;9;9;9
2024-05-31;7;7;7
2024-06-30;3;2;2
2024-07-31;3;0;5
2024-08-31;2;0;5
2024-09-30;9;7;9
2024-10-31;9;7;7
