DATA;MLP;RF;XGBoost
2023-11-30;6;8;8
2023-12-31;5;5;5
2024-01-31;4;6;0
2024-02-29;6;6;3
2024-03-31;6;6;3
2024-04-30;6;8;8
2024-05-31;6;8;4
2024-06-30;5;4;4
2024-07-31;3;3;7
2024-08-31;6;3;3
2024-09-30;6;6;8
2024-10-31;6;6;6
