DATA;MLP;RF;XGBoost
2023-11-30;6;6;8
2023-12-31;5;6;5
2024-01-31;6;6;4
2024-02-29;8;8;7
2024-03-31;9;9;7
2024-04-30;9;9;9
2024-05-31;4;7;7
2024-06-30;5;5;5
2024-07-31;2;2;2
2024-08-31;2;2;5
2024-09-30;5;4;6
2024-10-31;5;5;6
