DATA;MLP;RF;XGBoost
2023-11-30;4;0;0
2023-12-31;1;1;6
2024-01-31;0;0;0
2024-02-29;1;0;0
2024-03-31;2;0;6
2024-04-30;2;0;0
2024-05-31;4;4;2
2024-06-30;3;2;1
2024-07-31;7;4;6
2024-08-31;7;4;4
2024-09-30;2;4;3
2024-10-31;3;2;6
