DATA;ESN;MLP;RF;XGBoost
2023-11-30;2413.383935800484;2858.775485132025;2353.4383904615806;2289.5173
2023-12-31;2095.8189878982507;2577.649763179699;1897.2219096872739;1903.2869
2024-01-31;1452.6651678004532;1586.9243444479748;1697.6933416481565;1456.4246
2024-02-29;1890.2157718780613;2227.9977366623575;1679.4700158657668;1506.5763
2024-03-31;2873.0166545765082;2613.085037464956;2493.7919767755993;2944.409
2024-04-30;2813.2765227184946;2826.5005705180433;2703.231374230757;2605.169
2024-05-31;2249.682362639954;2732.0243789896117;2276.90491401752;2464.0366
2024-06-30;1964.375274800745;2346.021306836114;2013.5430364770095;1994.6322
2024-07-31;2047.5460099759084;2091.1274780911267;1829.7762957507057;2181.5295
2024-08-31;3248.788944227703;2852.6912407884583;2816.1558865580014;2941.368
2024-09-30;2529.038925605565;2796.4513491559396;2775.998007002294;2660.6887
2024-10-31;3147.513387657829;3049.9622719664562;3090.897335428788;2869.483
