DATA;ESN;MLP;RF;XGBoost
2023-11-30;31299.65055058137;32372.795137362504;32256.358098593308;31831.896
2023-12-31;27667.219251962568;32794.483078124205;27902.84519236108;27293.707
2024-01-31;7492.362270600926;18179.49715796936;14334.792158721211;14301.356
2024-02-29;20559.56268304046;25648.742143018502;20926.883824127297;19487.582
2024-03-31;27710.267161170086;28915.971759302378;27736.23039795366;29552.598
2024-04-30;24913.81594305496;30320.74331537992;30691.651576254735;29576.836
2024-05-31;16433.216495374283;26915.5029305816;17038.918695075517;16449.627
2024-06-30;14282.819675804923;22615.83373523619;18956.21712971688;18993.805
2024-07-31;13323.87713796024;17703.089442601853;14820.067599403428;15526.998
2024-08-31;20362.414453187015;25327.29657197205;18472.375123398822;18265.771
2024-09-30;14776.996866660798;23491.85322117065;18256.665050815325;17777.482
2024-10-31;18919.362406264194;26054.905299090722;21232.211027541787;20529.383
