DATA;ESN;MLP;RF;XGBoost
2023-11-30;6341.842585549121;7366.839376675284;7044.071417950837;5670.2803
2023-12-31;6117.427038824269;7160.182944004762;6561.4050011016225;5635.9067
2024-01-31;4118.67860466744;4496.978418559795;4323.323979548404;4151.78
2024-02-29;4824.003195601459;6277.735227953894;5171.3041607605755;5539.7153
2024-03-31;5995.864533115615;6475.832259293842;7399.609850631211;7342.282
2024-04-30;6151.464703558658;7157.102537207834;7324.786011941674;7992.748
2024-05-31;6010.624184678291;7048.827760474099;6552.2351126769845;5946.151
2024-06-30;3437.237664764511;5504.258357118842;5378.6917484877795;6222.7744
2024-07-31;2604.9227465257704;4116.668409665026;3668.809281708986;3308.6816
2024-08-31;4677.703321016944;5713.611598358728;3620.898579654681;4247.979
2024-09-30;4173.025728689729;6160.254493919213;5351.350349626455;5363.399
2024-10-31;5004.912343403339;6281.352208660635;5351.499350485507;5360.2524
