DATA;ESN;MLP;RF;XGBoost
2023-11-30;14176.21948697247;15800.290199599489;12682.435210776788;15141.572
2023-12-31;13853.964472969756;15472.601398384191;13837.47398396546;13481.911
2024-01-31;10146.936047188587;9812.981368885106;11085.09035633889;9669.36
2024-02-29;11284.322464151886;13757.291674125223;15330.234329929272;14688.981
2024-03-31;11818.33375098333;14214.56805489168;14746.891940746778;17139.389
2024-04-30;9937.554948874129;14217.323039525569;13237.964046635774;15732.175
2024-05-31;10283.88805075023;14585.058888552694;13207.184193774267;13445.225
2024-06-30;8908.221106022436;12797.799645652196;10853.388275210222;9411.637
2024-07-31;6863.511098613781;10636.293951099293;8907.826621495207;11128.885
2024-08-31;9016.177604401348;13518.446890717769;10441.04741181599;15779.997
2024-09-30;9100.662377041883;13864.701031600023;11358.91710534876;16333.63
2024-10-31;9885.06903263101;14870.349892779312;13550.641775995597;19020.516
