DATA;ESN;MLP;RF;XGBoost
2023-11-30;3525.9609951248403;3979.9751495204596;3032.301406827853;2884.7036
2023-12-31;2914.412658385538;3519.229919292603;2993.7318217750435;2803.9873
2024-01-31;2352.25208504334;2217.371925790948;2183.2735704262145;1761.2087
2024-02-29;2604.0420219593875;3071.4283255374075;2772.4565816367376;2559.8245
2024-03-31;2972.1761266276144;3309.588873641644;3454.190968177899;4120.3247
2024-04-30;3324.0321921397413;3483.5836105560843;3822.119396009215;4119.665
2024-05-31;2615.836223199583;3312.96644976563;2952.9070666470157;2688.5464
2024-06-30;2227.5772924406792;2777.6362708174856;2167.5543576951595;2316.7883
2024-07-31;2210.7220368403378;2244.7808973763663;2102.564623713948;2374.3943
2024-08-31;3631.239237582916;3326.165387898333;3497.1893241253683;3176.1
2024-09-30;2590.4737667664954;3216.119642274251;2643.594157860879;2655.4143
2024-10-31;3136.0625739888246;3392.427941575594;3036.7401796300605;3024.1768
