DATA;ESN;MLP;RF;XGBoost
2023-11-30;24906.50193567284;30231.77869252418;27961.189001839804;25173.072
2023-12-31;31501.444893145308;31575.96689347061;29783.631859230318;30162.004
2024-01-31;23655.801940224497;22415.807145908977;26851.948897520797;25678.186
2024-02-29;27972.344643789736;30537.42365582335;29241.27827840845;31813.773
2024-03-31;35600.69249479548;32379.116596292995;31287.75281616575;32808.227
2024-04-30;25857.882787844494;32100.587662289803;30845.15592398748;27087.44
2024-05-31;24517.832052296144;28360.277591967155;27594.292942221266;26371.78
2024-06-30;18030.16834142779;22563.318257057384;21689.140855319012;21195.55
2024-07-31;12943.59755903278;19447.230939513734;16103.390514318075;21704.531
2024-08-31;21970.23832804775;24112.596235348024;20784.568276269612;20358.64
2024-09-30;20789.78819541436;25346.211960404496;23459.865324346112;24853.656
2024-10-31;22566.044162632967;26679.71711897104;25715.892134265043;27221.955
