DATA;ESN;MLP;RF;XGBoost
2023-11-30;6199.70343145898;6704.943420460407;6389.99324514016;6259.1445
2023-12-31;5686.371343166065;6631.664744924854;5629.326397420228;5600.459
2024-01-31;3657.6253024592065;3669.9272720370845;4173.889592604459;3944.224
2024-02-29;4961.493355378221;5758.521272801503;5651.217178224483;6307.081
2024-03-31;6622.169847613495;6308.902097423305;5888.991395226118;5675.001
2024-04-30;6110.25989454245;6735.440158206274;6659.778440842519;7041.0117
2024-05-31;4411.294725500833;5901.387020574808;4597.920666418751;4772.981
2024-06-30;3867.0687757548153;4858.596960517255;4629.157818850175;4563.8555
2024-07-31;3784.825560236235;3800.9738689538003;4300.982926721688;4711.3706
2024-08-31;5493.876785540331;5597.402379376186;6083.802700930113;6385.508
2024-09-30;5342.6013829949525;6029.500222139705;6727.8661861939045;6910.498
2024-10-31;6574.272321078719;6789.069698581204;7143.238107727626;7586.384
