DATA;ESN;MLP;RF;XGBoost
2023-11-30;5398.120400820061;6118.706650949557;5668.840603052299;5310.6987
2023-12-31;5738.624631500699;6077.549222635608;5149.121913319676;5666.8013
2024-01-31;4157.0198508654985;4779.009836736935;4197.274113820674;4522.323
2024-02-29;4602.293548492305;5462.140915069015;5551.7207337427135;5372.3706
2024-03-31;6718.91908782551;6123.436284740552;5677.321499785488;5788.0527
2024-04-30;5899.46265593932;6413.511972137748;6002.19337469347;5570.409
2024-05-31;4726.4451967674895;5839.717999641732;4874.9867518880865;4200.3384
2024-06-30;3493.0204299107386;4491.913207741603;4264.4722376641685;4115.031
2024-07-31;2864.1182937232697;4045.3650106089135;3510.2160855730594;4068.6785
2024-08-31;5462.333257623917;5426.13774726668;5873.603241087096;6139.362
2024-09-30;5162.786269041226;5730.435515051481;6228.278126086936;7115.1904
2024-10-31;5031.209640123758;5967.536555661272;5362.554560861155;5440.06
