DATA;ESN;MLP;RF;XGBoost
2023-11-30;30155.054487302586;31801.03247926747;26910.13664740824;30834.307
2023-12-31;31430.329917634877;32266.485702728747;25741.610480532265;22402.941
2024-01-31;21939.065975684804;24356.520279366916;24592.54718900507;23427.03
2024-02-29;20039.081392920092;26859.58920949965;24841.381284238272;23186.201
2024-03-31;34067.627025088594;30199.560279656907;28015.747587417573;27394.496
2024-04-30;26586.19941492843;30858.139244900805;30474.41387700528;31575.67
2024-05-31;26989.439849831047;29754.219993230872;30339.847940565916;27672.309
2024-06-30;11736.45327677137;21965.342833143695;17251.01183331661;14550.829
2024-07-31;10644.812773045893;20004.577166848365;15049.123741736339;11611.509
2024-08-31;18455.247943349572;23118.030776244617;16556.773010716457;18856.203
2024-09-30;19137.798604960735;25764.696326900274;21673.086921125418;21856.283
2024-10-31;24231.008718723293;26706.20484160699;27841.520290667184;31411.021
