DATA;ESN;MLP;RF;XGBoost
2023-11-30;3757.3037763352077;3658.727526614841;3119.212266935003;3120.514
2023-12-31;3478.3377126092905;3567.856807311166;3261.8768905131074;3182.0312
2024-01-31;3092.8710239012635;2582.8115803487676;2774.1833916791184;2949.449
2024-02-29;3076.435779840225;3348.970151602449;3096.91477562599;2733.4167
2024-03-31;3691.9135929094246;3481.8029135817064;3302.463069278602;3279.4634
2024-04-30;3240.1688057069823;3471.278279932223;3212.701744978809;3377.131
2024-05-31;3504.51808845574;3523.8053932200946;3484.343223695026;3348.414
2024-06-30;2562.9044893571154;3069.911611806983;3010.0717450374655;2807.598
2024-07-31;2385.582188343889;2521.1404199599087;2319.6619885398813;2895.823
2024-08-31;3778.5638160573885;3361.9930681560036;3344.979303380768;3392.091
2024-09-30;3026.2122416314796;3316.387665145888;3230.5667764880172;3251.6926
2024-10-31;3530.0792336779255;3486.7174048290735;3451.735201585408;3046.8179
