DATA;ESN;MLP;RF;XGBoost
2023-11-30;10247.59877127217;11204.160188700513;9866.353833604227;10202.501
2023-12-31;10138.677751578627;10883.729896089917;9136.329533359687;8749.092
2024-01-31;7510.201035817302;8109.81387497825;7461.184197438133;6938.986
2024-02-29;7570.686601995834;9313.494932832458;8503.085721976571;7785.631
2024-03-31;11384.348942997722;10439.755034478887;9973.814720823199;10423.195
2024-04-30;10132.583464554418;10923.639583110924;10657.360913396726;11161.096
2024-05-31;10434.468984057808;10936.262431548448;10773.719701689302;11865.972
2024-06-30;5388.473676288523;8342.251630008957;6768.049132124964;5953.7695
2024-07-31;5621.843084098693;7896.1255439402;5839.539528280863;6912.143
2024-08-31;10872.853198218925;10184.177886894122;9663.225870449025;10474.789
2024-09-30;9245.063589031997;10469.931422354392;11006.70887862094;12141.07
2024-10-31;9987.84363851984;10683.87850711894;11355.595945838691;10959.901
