;MAPE;RRMSE
ESN;0.46037066644530356;0.4680516958176763
MLP;0.26184111902314494;0.26572816986875525
RF;0.2473911031077344;0.28033973864410733
XGBoost;0.1816506071225503;0.23686382028074915
WSB;0.14631358794967056;0.1848576673551169
