;MAPE;RRMSE
ESN;0.3189440861569696;0.4731774614917986
MLP;0.19775532427027223;0.25673309485987356
RF;0.15295352038723617;0.1983617100643694
XGBoost;0.18833045184806266;0.24454764125333414
