;MAPE;RRMSE
ESN;0.3590119618157402;0.40208546340745605
MLP;0.35428608705652126;0.3295623846448173
RF;0.33654187726212087;0.3239685408267746
XGBoost;0.3219931645354466;0.3271860069671065
