;MAPE;RRMSE
ESN;0.19009604085646292;0.23924583403134797
MLP;0.20824349079670082;0.26950116916170025
RF;0.1823190968440377;0.23369455884759935
XGBoost;0.1906301619941023;0.2624531769643013
WSB;0.175975800012052;0.24030373196017726
