;MAPE;RRMSE
ESN;0.43616495584608844;0.3643482135237833
MLP;0.43806716989849964;0.359641032068654
RF;0.5650420193463379;0.42901121464356984
XGBoost;0.4069112045352035;0.32604316206274814
WSB;0.4438766150765618;0.34476765076524457
