;MAPE;RRMSE
ESN;1.0044067383982571;1.3022899053788648
MLP;0.24957646686298984;0.25234815735299887
RF;0.1930399418871759;0.21633954727901553
XGBoost;0.08802405375768345;0.12107441934868975
