DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;6601.956797444501;4907.295;6751.522;7394.5884;6589.6196
2024-06-30;6986.7600221869325;4441.378;7167.1104;7241.3853;7076.219
2024-07-31;5765.230045479179;1689.9928;5068.073;5890.171;8713.607
2024-08-31;6273.52755062136;2105.7417;6057.563;6058.082;8482.526
2024-09-30;6369.367390264406;2068.504;6219.036;5537.5835;6550.697
2024-10-31;6984.924144318912;1243.5013;6580.7344;6099.2334;7844.3354
