DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;2626.5753139328294;2492.4167;2668.3896;2724.393;2860.5781
2024-06-30;2518.269605987958;2340.8567;2658.8281;2566.5613;2539.8655
2024-07-31;2313.632834100034;1777.4911;2332.3318;2331.428;2894.4827
2024-08-31;2348.1745502092404;1841.0482;2587.531;2494.7124;2809.496
2024-09-30;2414.3017378942604;1944.2817;2420.9888;2254.0217;2603.9321
2024-10-31;2523.041745658246;1871.0275;2547.1648;2385.368;2793.1643
