DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;31005.090426324095;34825.133;24072.99;22735.617;24868.352
2024-06-30;28969.662378519377;37499.168;23882.809;27756.646;26946.803
2024-07-31;24080.14937489138;31204.848;21327.195;24225.896;24141.938
2024-08-31;26197.409328230056;33057.297;22868.418;24599.623;25341.33
2024-09-30;25683.024542568775;33290.613;22742.357;24013.035;21339.871
2024-10-31;24904.47751467687;32655.08;23286.508;21769.879;21148.625
