DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;5959.211960511095;5271.3374;4772.016;4697.009;4278.498
2024-06-30;5710.707190581873;5305.465;4830.79;5386.24;5109.043
2024-07-31;4714.391386054151;4099.197;3976.9612;4845.4043;6126.8965
2024-08-31;5214.593399762488;4297.0405;4901.792;4652.191;5710.101
2024-09-30;4899.1110965556545;4309.317;4448.439;4668.5923;5560.085
2024-10-31;4692.33700587361;3665.0774;4605.729;4540.2334;4613.418
