DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;18201.381067789407;10277.227;18302.867;18377.4;23294.6
2024-06-30;21035.44028563924;10685.027;19319.531;21175.525;20603.26
2024-07-31;16768.555875372378;2583.8845;15779.107;18230.137;23508.87
2024-08-31;20019.117908728396;3890.931;18153.438;19630.97;20260.0
2024-09-30;19558.586574220677;4008.905;19587.06;18932.41;20062.934
2024-10-31;20720.55569800693;559.55475;18523.387;18818.986;20760.475
