DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;5820.4532787504;4770.144;5648.4805;6158.659;6276.3193
2024-06-30;5706.480124206027;4030.9763;4864.203;5433.9053;5208.74
2024-07-31;5055.032527578677;2698.1409;4427.644;4830.319;6662.2905
2024-08-31;5168.4985316618;3039.711;4927.542;5249.0493;5993.0645
2024-09-30;5266.447936256418;2921.0017;4867.3794;4519.0815;4419.348
2024-10-31;5666.48104037509;2971.0017;5577.695;4945.8267;5146.2246
