DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;14937.738973457746;16783.24;13450.167;14184.239;13738.956
2024-06-30;13621.088989840082;15921.728;12932.282;12980.188;12199.945
2024-07-31;11880.744826675249;12042.048;11084.501;9550.249;14497.527
2024-08-31;12031.495395370554;14132.228;12984.415;11619.396;13174.062
2024-09-30;12688.83852331094;15336.0205;12564.256;11377.221;10473.953
2024-10-31;13207.379066351692;15382.75;13667.016;12202.106;11682.582
