DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;16098.819108582677;17481.47;15153.676;14093.91;12590.558
2024-06-30;14897.224327099108;16304.113;14639.795;13036.985;12512.476
2024-07-31;12838.65777545123;11852.703;13179.187;12060.983;17675.645
2024-08-31;12035.669036810918;13537.747;14446.23;12726.215;15186.548
2024-09-30;12611.125689773262;14572.94;14481.569;12702.829;12096.867
2024-10-31;14215.01773211299;14601.88;15074.548;13055.338;10949.921
