DATA;LSTM
2023-11-30;15121.845
2023-12-31;16747.44
2024-01-31;13226.869
2024-02-29;15634.53
2024-03-31;18021.4
2024-04-30;16892.31
2024-05-31;16577.604
2024-06-30;17478.11
2024-07-31;16408.764
2024-08-31;18129.816
2024-09-30;16992.033
2024-10-31;15972.128
