DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;18373.377820728616;16367.729;15158.877;15557.6455;14585.499
2024-06-30;17752.17652830329;16383.04;15484.447;17155.51;15942.141
2024-07-31;15129.960044824968;12682.575;14361.865;15173.329;18375.938
2024-08-31;16540.12517838464;13155.147;14831.413;15646.407;18261.975
2024-09-30;15620.816976704651;13203.281;15034.993;15973.415;16977.195
2024-10-31;15070.154703077103;11335.94;15076.736;14502.769;14384.435
