DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;13613.880925631964;13998.705;14320.041;13286.89;13808.445
2024-06-30;13017.139562127502;13309.816;14263.521;13155.343;13560.131
2024-07-31;11512.10556459151;9736.971;12091.079;11367.674;14761.761
2024-08-31;11520.479574987892;10971.829;13052.704;12058.983;13814.636
2024-09-30;11879.784066714072;11710.987;13372.16;11253.712;12856.752
2024-10-31;12569.224039055258;11262.29;14314.279;10788.649;13280.167
