DATA;ESN;LSTM;MLP;RF;XGBoost
2024-05-31;8085.137646286932;8466.658;6761.3486;6102.888;6385.55
2024-06-30;7413.3503197315185;8731.687;6499.994;6925.053;6424.1646
2024-07-31;6055.875602983562;6452.831;5663.7266;5842.77;8644.732
2024-08-31;6220.831752632514;7074.9033;6793.2583;6584.3115;7712.179
2024-09-30;6391.137594452016;7544.46;6202.867;6149.76;5738.9536
2024-10-31;6746.034532504528;7547.3887;7020.011;6116.668;6574.8677
