DATA;MLP;RF;XGBoost
2023-11-30;6;7;6
2023-12-31;7;7;5
2024-01-31;2;2;3
2024-02-29;3;5;6
2024-03-31;7;5;7
2024-04-30;6;6;6
2024-05-31;6;6;6
2024-06-30;3;2;3
2024-07-31;2;2;2
2024-08-31;6;2;7
2024-09-30;6;5;7
2024-10-31;6;6;7
