DATA;MLP;RF;XGBoost
2023-11-30;3;2;1
2023-12-31;3;5;3
2024-01-31;0;2;0
2024-02-29;3;3;5
2024-03-31;7;5;4
2024-04-30;7;5;7
2024-05-31;3;3;3
2024-06-30;3;0;0
2024-07-31;0;0;0
2024-08-31;3;1;1
2024-09-30;7;3;3
2024-10-31;7;5;5
