;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;166;130;gbtree;0.9284;0.8645;-0.20833333333333334
1;166;130;gbtree;0.9284;0.8645;-0.20833333333333334
2;166;131;gbtree;0.9865;0.9028;-0.21666666666666665
3;166;131;gbtree;0.9865;0.9028;-0.21666666666666665
4;181;139;gbtree;0.8764;0.9589;-0.2166666666666667
5;181;139;gbtree;0.8764;0.9589;-0.2166666666666667
6;181;139;gbtree;0.8764;0.9589;-0.2166666666666667
7;181;139;gbtree;0.8764;0.9589;-0.2166666666666667
8;181;139;gbtree;0.8764;0.9589;-0.2166666666666667
9;181;139;gbtree;0.8764;0.9589;-0.2166666666666667
10;183;136;gbtree;0.9053;0.9378;-0.225
11;183;136;gbtree;0.9053;0.9378;-0.225
12;183;136;gbtree;0.9053;0.9378;-0.225
13;183;136;gbtree;0.9053;0.9378;-0.225
14;183;136;gbtree;0.9053;0.9378;-0.225
