;Reservoirs;Sparsity;Spectral Radius;Fitness
0;175.0;0.046;0.348;-0.11666666666666667
1;305.0;0.23;0.424;-0.13333333333333333
2;305.0;0.23;0.424;-0.13333333333333333
3;304.0;0.286;0.479;-0.18333333333333335
4;304.0;0.286;0.479;-0.18333333333333335
5;304.0;0.286;0.479;-0.18333333333333335
6;304.0;0.286;0.479;-0.18333333333333335
7;304.0;0.286;0.479;-0.18333333333333335
8;340.0;0.037;0.212;-0.225
9;340.0;0.037;0.212;-0.225
10;340.0;0.037;0.212;-0.225
11;340.0;0.037;0.212;-0.225
12;340.0;0.037;0.212;-0.225
13;340.0;0.037;0.212;-0.225
14;340.0;0.037;0.212;-0.225
15;340.0;0.037;0.212;-0.225
16;340.0;0.037;0.212;-0.225
17;340.0;0.037;0.212;-0.225
18;340.0;0.037;0.212;-0.225
19;340.0;0.037;0.212;-0.225
20;340.0;0.037;0.212;-0.225
21;340.0;0.037;0.212;-0.225
22;340.0;0.037;0.212;-0.225
23;340.0;0.037;0.212;-0.225
24;340.0;0.037;0.212;-0.225
25;340.0;0.037;0.212;-0.225
26;340.0;0.037;0.212;-0.225
27;340.0;0.037;0.212;-0.225
28;340.0;0.037;0.212;-0.225
29;340.0;0.037;0.212;-0.225
30;340.0;0.037;0.212;-0.225
31;340.0;0.037;0.212;-0.225
32;340.0;0.037;0.212;-0.225
33;340.0;0.037;0.212;-0.225
34;340.0;0.037;0.212;-0.225
35;340.0;0.037;0.212;-0.225
36;340.0;0.037;0.212;-0.225
37;340.0;0.037;0.212;-0.225
38;340.0;0.037;0.212;-0.225
39;340.0;0.037;0.212;-0.225
40;340.0;0.037;0.212;-0.225
41;340.0;0.037;0.212;-0.225
42;340.0;0.037;0.212;-0.225
43;340.0;0.037;0.212;-0.225
44;340.0;0.037;0.212;-0.225
45;340.0;0.037;0.212;-0.225
46;340.0;0.037;0.212;-0.225
47;340.0;0.037;0.212;-0.225
48;340.0;0.037;0.212;-0.225
49;340.0;0.037;0.212;-0.225
50;340.0;0.037;0.212;-0.225
51;340.0;0.037;0.212;-0.225
52;340.0;0.037;0.212;-0.225
53;340.0;0.037;0.212;-0.225
54;340.0;0.037;0.212;-0.225
55;340.0;0.037;0.212;-0.225
56;340.0;0.037;0.212;-0.225
57;340.0;0.037;0.212;-0.225
58;340.0;0.037;0.212;-0.225
59;340.0;0.037;0.212;-0.225
60;340.0;0.037;0.212;-0.225
61;340.0;0.037;0.212;-0.225
62;340.0;0.037;0.212;-0.225
63;340.0;0.037;0.212;-0.225
64;340.0;0.037;0.212;-0.225
65;340.0;0.037;0.212;-0.225
66;340.0;0.037;0.212;-0.225
67;340.0;0.037;0.212;-0.225
68;340.0;0.037;0.212;-0.225
69;340.0;0.037;0.212;-0.225
70;340.0;0.037;0.212;-0.225
71;340.0;0.037;0.212;-0.225
72;340.0;0.037;0.212;-0.225
73;340.0;0.037;0.212;-0.225
74;340.0;0.037;0.212;-0.225
75;340.0;0.037;0.212;-0.225
76;340.0;0.037;0.212;-0.225
77;340.0;0.037;0.212;-0.225
78;340.0;0.037;0.212;-0.225
79;340.0;0.037;0.212;-0.225
80;340.0;0.037;0.212;-0.225
81;340.0;0.037;0.212;-0.225
82;340.0;0.037;0.212;-0.225
83;340.0;0.037;0.212;-0.225
84;340.0;0.037;0.212;-0.225
85;340.0;0.037;0.212;-0.225
86;340.0;0.037;0.212;-0.225
87;340.0;0.037;0.212;-0.225
88;340.0;0.037;0.212;-0.225
89;340.0;0.037;0.212;-0.225
90;340.0;0.037;0.212;-0.225
91;340.0;0.037;0.212;-0.225
92;340.0;0.037;0.212;-0.225
93;340.0;0.037;0.212;-0.225
94;340.0;0.037;0.212;-0.225
95;340.0;0.037;0.212;-0.225
96;340.0;0.037;0.212;-0.225
97;340.0;0.037;0.212;-0.225
98;340.0;0.037;0.212;-0.225
99;340.0;0.037;0.212;-0.225
100;340.0;0.037;0.212;-0.225
101;340.0;0.037;0.212;-0.225
102;340.0;0.037;0.212;-0.225
103;340.0;0.037;0.212;-0.225
104;340.0;0.037;0.212;-0.225
105;340.0;0.037;0.212;-0.225
106;340.0;0.037;0.212;-0.225
107;340.0;0.037;0.212;-0.225
108;340.0;0.037;0.212;-0.225
109;340.0;0.037;0.212;-0.225
110;340.0;0.037;0.212;-0.225
111;340.0;0.037;0.212;-0.225
112;340.0;0.037;0.212;-0.225
113;340.0;0.037;0.212;-0.225
114;340.0;0.037;0.212;-0.225
115;340.0;0.037;0.212;-0.225
116;340.0;0.037;0.212;-0.225
117;340.0;0.037;0.212;-0.225
118;340.0;0.037;0.212;-0.225
119;340.0;0.037;0.212;-0.225
120;340.0;0.037;0.212;-0.225
121;340.0;0.037;0.212;-0.225
122;340.0;0.037;0.212;-0.225
123;340.0;0.037;0.212;-0.225
124;340.0;0.037;0.212;-0.225
125;340.0;0.037;0.212;-0.225
126;340.0;0.037;0.212;-0.225
127;340.0;0.037;0.212;-0.225
128;340.0;0.037;0.212;-0.225
129;340.0;0.037;0.212;-0.225
130;340.0;0.037;0.212;-0.225
131;340.0;0.037;0.212;-0.225
132;340.0;0.037;0.212;-0.225
133;340.0;0.037;0.212;-0.225
134;340.0;0.037;0.212;-0.225
135;340.0;0.037;0.212;-0.225
136;340.0;0.037;0.212;-0.225
137;340.0;0.037;0.212;-0.225
138;340.0;0.037;0.212;-0.225
139;340.0;0.037;0.212;-0.225
140;340.0;0.037;0.212;-0.225
141;340.0;0.037;0.212;-0.225
142;340.0;0.037;0.212;-0.225
143;340.0;0.037;0.212;-0.225
144;340.0;0.037;0.212;-0.225
145;340.0;0.037;0.212;-0.225
146;340.0;0.037;0.212;-0.225
147;340.0;0.037;0.212;-0.225
148;340.0;0.037;0.212;-0.225
149;340.0;0.037;0.212;-0.225
150;340.0;0.037;0.212;-0.225
151;340.0;0.037;0.212;-0.225
152;340.0;0.037;0.212;-0.225
153;340.0;0.037;0.212;-0.225
154;340.0;0.037;0.212;-0.225
155;340.0;0.037;0.212;-0.225
156;340.0;0.037;0.212;-0.225
157;340.0;0.037;0.212;-0.225
158;340.0;0.037;0.212;-0.225
159;340.0;0.037;0.212;-0.225
160;340.0;0.037;0.212;-0.225
161;340.0;0.037;0.212;-0.225
162;340.0;0.037;0.212;-0.225
163;340.0;0.037;0.212;-0.225
164;340.0;0.037;0.212;-0.225
165;340.0;0.037;0.212;-0.225
166;340.0;0.037;0.212;-0.225
167;340.0;0.037;0.212;-0.225
168;340.0;0.037;0.212;-0.225
169;340.0;0.037;0.212;-0.225
170;340.0;0.037;0.212;-0.225
171;340.0;0.037;0.212;-0.225
172;340.0;0.037;0.212;-0.225
173;340.0;0.037;0.212;-0.225
174;340.0;0.037;0.212;-0.225
175;340.0;0.037;0.212;-0.225
176;340.0;0.037;0.212;-0.225
177;340.0;0.037;0.212;-0.225
178;340.0;0.037;0.212;-0.225
179;340.0;0.037;0.212;-0.225
180;340.0;0.037;0.212;-0.225
181;340.0;0.037;0.212;-0.225
182;340.0;0.037;0.212;-0.225
183;340.0;0.037;0.212;-0.225
184;340.0;0.037;0.212;-0.225
185;340.0;0.037;0.212;-0.225
186;340.0;0.037;0.212;-0.225
187;340.0;0.037;0.212;-0.225
188;340.0;0.037;0.212;-0.225
189;340.0;0.037;0.212;-0.225
190;340.0;0.037;0.212;-0.225
191;340.0;0.037;0.212;-0.225
192;340.0;0.037;0.212;-0.225
193;340.0;0.037;0.212;-0.225
194;340.0;0.037;0.212;-0.225
195;340.0;0.037;0.212;-0.225
196;340.0;0.037;0.212;-0.225
197;340.0;0.037;0.212;-0.225
198;340.0;0.037;0.212;-0.225
199;340.0;0.037;0.212;-0.225
200;340.0;0.037;0.212;-0.225
201;340.0;0.037;0.212;-0.225
202;340.0;0.037;0.212;-0.225
203;340.0;0.037;0.212;-0.225
204;340.0;0.037;0.212;-0.225
205;340.0;0.037;0.212;-0.225
206;340.0;0.037;0.212;-0.225
207;340.0;0.037;0.212;-0.225
208;340.0;0.037;0.212;-0.225
209;340.0;0.037;0.212;-0.225
210;340.0;0.037;0.212;-0.225
211;340.0;0.037;0.212;-0.225
212;340.0;0.037;0.212;-0.225
213;340.0;0.037;0.212;-0.225
214;340.0;0.037;0.212;-0.225
215;340.0;0.037;0.212;-0.225
216;340.0;0.037;0.212;-0.225
217;340.0;0.037;0.212;-0.225
218;340.0;0.037;0.212;-0.225
219;340.0;0.037;0.212;-0.225
220;340.0;0.037;0.212;-0.225
221;340.0;0.037;0.212;-0.225
222;340.0;0.037;0.212;-0.225
223;340.0;0.037;0.212;-0.225
224;340.0;0.037;0.212;-0.225
225;340.0;0.037;0.212;-0.225
