;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;305;190;gbtree;0.99;0.79;-0.2
1;305;190;gbtree;0.99;0.79;-0.2
2;305;190;gbtree;0.99;0.79;-0.2
3;305;190;gbtree;0.99;0.79;-0.2
4;305;190;gbtree;0.99;0.79;-0.2
5;305;190;gbtree;0.99;0.79;-0.2
6;305;190;gbtree;0.99;0.79;-0.2
7;305;190;gbtree;0.99;0.79;-0.2
8;305;190;gbtree;0.99;0.79;-0.2
9;305;190;gbtree;0.99;0.79;-0.2
10;305;190;gbtree;0.99;0.79;-0.2
11;305;190;gbtree;0.99;0.79;-0.2
12;305;190;gbtree;0.99;0.79;-0.2
13;305;190;gbtree;0.99;0.79;-0.2
14;305;190;gbtree;0.99;0.79;-0.2
15;305;190;gbtree;0.99;0.79;-0.2
16;305;190;gbtree;0.99;0.79;-0.2
17;305;190;gbtree;0.99;0.79;-0.2
18;305;190;gbtree;0.99;0.79;-0.2
19;305;190;gbtree;0.99;0.79;-0.2
20;305;190;gbtree;0.99;0.79;-0.2
21;305;190;gbtree;0.99;0.79;-0.2
22;305;190;gbtree;0.99;0.79;-0.2
23;305;190;gbtree;0.99;0.79;-0.2
24;305;190;gbtree;0.99;0.79;-0.2
25;305;190;gbtree;0.99;0.79;-0.2
26;305;190;gbtree;0.99;0.79;-0.2
27;305;190;gbtree;0.99;0.79;-0.2
28;305;190;gbtree;0.99;0.79;-0.2
29;305;190;gbtree;0.99;0.79;-0.2
30;305;190;gbtree;0.99;0.79;-0.2
31;305;190;gbtree;0.99;0.79;-0.2
32;305;190;gbtree;0.99;0.79;-0.2
33;305;190;gbtree;0.99;0.79;-0.2
34;305;190;gbtree;0.99;0.79;-0.2
35;305;190;gbtree;0.99;0.79;-0.2
36;305;190;gbtree;0.99;0.79;-0.2
37;305;190;gbtree;0.99;0.79;-0.2
38;305;190;gbtree;0.99;0.79;-0.2
39;305;190;gbtree;0.99;0.79;-0.2
40;305;190;gbtree;0.99;0.79;-0.2
41;305;190;gbtree;0.99;0.79;-0.2
42;305;190;gbtree;0.99;0.79;-0.2
43;305;190;gbtree;0.99;0.79;-0.2
44;305;190;gbtree;0.99;0.79;-0.2
45;305;190;gbtree;0.99;0.79;-0.2
46;305;190;gbtree;0.99;0.79;-0.2
47;305;190;gbtree;0.99;0.79;-0.2
48;305;190;gbtree;0.99;0.79;-0.2
49;305;190;gbtree;0.99;0.79;-0.2
50;305;190;gbtree;0.99;0.79;-0.2
51;305;190;gbtree;0.99;0.79;-0.2
52;305;190;gbtree;0.99;0.79;-0.2
53;305;190;gbtree;0.99;0.79;-0.2
54;305;190;gbtree;0.99;0.79;-0.2
55;305;190;gbtree;0.99;0.79;-0.2
56;305;190;gbtree;0.99;0.79;-0.2
57;305;190;gbtree;0.99;0.79;-0.2
58;305;190;gbtree;0.99;0.79;-0.2
59;305;190;gbtree;0.99;0.79;-0.2
60;305;190;gbtree;0.99;0.79;-0.2
61;305;190;gbtree;0.99;0.79;-0.2
62;305;190;gbtree;0.99;0.79;-0.2
63;305;190;gbtree;0.99;0.79;-0.2
64;305;190;gbtree;0.99;0.79;-0.2
65;305;190;gbtree;0.99;0.79;-0.2
66;305;190;gbtree;0.99;0.79;-0.2
67;305;190;gbtree;0.99;0.79;-0.2
68;305;190;gbtree;0.99;0.79;-0.2
69;305;190;gbtree;0.99;0.79;-0.2
70;305;190;gbtree;0.99;0.79;-0.2
71;305;190;gbtree;0.99;0.79;-0.2
72;305;190;gbtree;0.99;0.79;-0.2
73;305;190;gbtree;0.99;0.79;-0.2
74;305;190;gbtree;0.99;0.79;-0.2
75;305;190;gbtree;0.99;0.79;-0.2
76;305;190;gbtree;0.99;0.79;-0.2
77;305;190;gbtree;0.99;0.79;-0.2
78;305;190;gbtree;0.99;0.79;-0.2
79;305;190;gbtree;0.99;0.79;-0.2
80;305;190;gbtree;0.99;0.79;-0.2
81;305;190;gbtree;0.99;0.79;-0.2
82;305;190;gbtree;0.99;0.79;-0.2
83;305;190;gbtree;0.99;0.79;-0.2
84;305;190;gbtree;0.99;0.79;-0.2
85;305;190;gbtree;0.99;0.79;-0.2
86;305;190;gbtree;0.99;0.79;-0.2
87;305;190;gbtree;0.99;0.79;-0.2
88;305;190;gbtree;0.99;0.79;-0.2
89;305;190;gbtree;0.99;0.79;-0.2
90;305;190;gbtree;0.99;0.79;-0.2
91;305;190;gbtree;0.99;0.79;-0.2
92;305;190;gbtree;0.99;0.79;-0.2
93;305;190;gbtree;0.99;0.79;-0.2
94;305;190;gbtree;0.99;0.79;-0.2
95;305;190;gbtree;0.99;0.79;-0.2
96;305;190;gbtree;0.99;0.79;-0.2
97;305;190;gbtree;0.99;0.79;-0.2
98;305;190;gbtree;0.99;0.79;-0.2
99;305;190;gbtree;0.99;0.79;-0.2
100;305;190;gbtree;0.99;0.79;-0.2
101;305;190;gbtree;0.99;0.79;-0.2
102;305;190;gbtree;0.99;0.79;-0.2
103;305;190;gbtree;0.99;0.79;-0.2
104;305;190;gbtree;0.99;0.79;-0.2
105;305;190;gbtree;0.99;0.79;-0.2
106;305;190;gbtree;0.99;0.79;-0.2
107;305;190;gbtree;0.99;0.79;-0.2
108;305;190;gbtree;0.99;0.79;-0.2
109;305;190;gbtree;0.99;0.79;-0.2
110;305;190;gbtree;0.99;0.79;-0.2
111;305;190;gbtree;0.99;0.79;-0.2
112;305;190;gbtree;0.99;0.79;-0.2
113;305;190;gbtree;0.99;0.79;-0.2
114;313;276;gbtree;0.245;0.325;-0.20000000000000004
115;313;276;gbtree;0.245;0.325;-0.20000000000000004
116;313;276;gbtree;0.245;0.325;-0.20000000000000004
117;313;276;gbtree;0.245;0.325;-0.20000000000000004
118;313;276;gbtree;0.245;0.325;-0.20000000000000004
119;313;276;gbtree;0.245;0.325;-0.20000000000000004
120;313;276;gbtree;0.245;0.325;-0.20000000000000004
121;313;276;gbtree;0.245;0.325;-0.20000000000000004
122;313;276;gbtree;0.245;0.325;-0.20000000000000004
123;313;276;gbtree;0.245;0.325;-0.20000000000000004
124;313;276;gbtree;0.245;0.325;-0.20000000000000004
125;313;276;gbtree;0.245;0.325;-0.20000000000000004
126;313;276;gbtree;0.245;0.325;-0.20000000000000004
127;313;276;gbtree;0.245;0.325;-0.20000000000000004
