;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;247.0;160.0;44.0;32.0;-0.14166666666666666
1;247.0;160.0;44.0;32.0;-0.14166666666666666
2;247.0;160.0;44.0;32.0;-0.14166666666666666
3;247.0;160.0;44.0;32.0;-0.14166666666666666
4;247.0;160.0;44.0;32.0;-0.14166666666666666
5;247.0;160.0;44.0;32.0;-0.14166666666666666
6;247.0;160.0;44.0;32.0;-0.14166666666666666
7;143.0;200.0;48.0;25.0;-0.15
8;143.0;200.0;48.0;25.0;-0.15
9;143.0;200.0;48.0;25.0;-0.15
10;143.0;200.0;48.0;25.0;-0.15
11;209.0;148.0;47.0;5.0;-0.175
12;209.0;148.0;47.0;5.0;-0.175
13;209.0;148.0;47.0;5.0;-0.175
14;209.0;148.0;47.0;5.0;-0.175
