;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;209;353;gbtree;0.3475;0.073;-0.2
1;209;353;gbtree;0.3475;0.073;-0.2
2;209;353;gbtree;0.3475;0.073;-0.2
3;209;353;gbtree;0.3475;0.073;-0.2
4;209;353;gbtree;0.3475;0.073;-0.2
5;209;353;gbtree;0.3475;0.073;-0.2
6;225;244;gbtree;0.2257;0.9652;-0.20833333333333334
7;225;244;gbtree;0.2257;0.9652;-0.20833333333333334
8;225;244;gbtree;0.2257;0.9652;-0.20833333333333334
9;225;244;gbtree;0.2257;0.9652;-0.20833333333333334
10;225;244;gbtree;0.2257;0.9652;-0.20833333333333334
11;225;244;gbtree;0.2257;0.9652;-0.20833333333333334
12;226;243;gbtree;0.2205;0.977;-0.225
13;226;243;gbtree;0.2205;0.977;-0.225
14;226;243;gbtree;0.2205;0.977;-0.225
