;Reservoirs;Sparsity;Spectral Radius;Fitness
0;305.0;0.362;0.051;-0.10833333333333332
1;327.0;0.742;0.325;-0.16666666666666669
2;327.0;0.742;0.325;-0.16666666666666669
3;327.0;0.742;0.325;-0.16666666666666669
4;327.0;0.742;0.325;-0.16666666666666669
5;327.0;0.742;0.325;-0.16666666666666669
6;327.0;0.742;0.325;-0.16666666666666669
7;327.0;0.742;0.325;-0.16666666666666669
8;327.0;0.742;0.325;-0.16666666666666669
9;327.0;0.742;0.325;-0.16666666666666669
10;327.0;0.742;0.325;-0.16666666666666669
11;327.0;0.742;0.325;-0.16666666666666669
12;327.0;0.742;0.325;-0.16666666666666669
13;327.0;0.742;0.325;-0.16666666666666669
14;327.0;0.742;0.325;-0.16666666666666669
15;327.0;0.742;0.325;-0.16666666666666669
16;327.0;0.742;0.325;-0.16666666666666669
17;327.0;0.742;0.325;-0.16666666666666669
18;327.0;0.742;0.325;-0.16666666666666669
19;327.0;0.742;0.325;-0.16666666666666669
20;327.0;0.742;0.325;-0.16666666666666669
21;327.0;0.742;0.325;-0.16666666666666669
22;252.0;0.58;0.562;-0.2
23;252.0;0.58;0.562;-0.2
24;252.0;0.58;0.562;-0.2
25;252.0;0.58;0.562;-0.2
26;252.0;0.58;0.562;-0.2
27;252.0;0.58;0.562;-0.2
28;252.0;0.58;0.562;-0.2
29;252.0;0.58;0.562;-0.2
30;252.0;0.58;0.562;-0.2
31;252.0;0.58;0.562;-0.2
32;252.0;0.58;0.562;-0.2
33;252.0;0.58;0.562;-0.2
34;252.0;0.58;0.562;-0.2
35;252.0;0.58;0.562;-0.2
36;252.0;0.58;0.562;-0.2
37;252.0;0.58;0.562;-0.2
38;252.0;0.58;0.562;-0.2
39;252.0;0.58;0.562;-0.2
40;252.0;0.58;0.562;-0.2
41;252.0;0.58;0.562;-0.2
42;252.0;0.58;0.562;-0.2
43;252.0;0.58;0.562;-0.2
44;252.0;0.58;0.562;-0.2
45;252.0;0.58;0.562;-0.2
46;252.0;0.58;0.562;-0.2
47;252.0;0.58;0.562;-0.2
48;252.0;0.58;0.562;-0.2
49;252.0;0.58;0.562;-0.2
50;252.0;0.58;0.562;-0.2
51;252.0;0.58;0.562;-0.2
52;252.0;0.58;0.562;-0.2
53;252.0;0.58;0.562;-0.2
54;252.0;0.58;0.562;-0.2
55;252.0;0.58;0.562;-0.2
56;252.0;0.58;0.562;-0.2
57;252.0;0.58;0.562;-0.2
58;252.0;0.58;0.562;-0.2
59;252.0;0.58;0.562;-0.2
60;252.0;0.58;0.562;-0.2
61;252.0;0.58;0.562;-0.2
62;252.0;0.58;0.562;-0.2
63;252.0;0.58;0.562;-0.2
64;252.0;0.58;0.562;-0.2
65;252.0;0.58;0.562;-0.2
66;252.0;0.58;0.562;-0.2
67;252.0;0.58;0.562;-0.2
68;252.0;0.58;0.562;-0.2
69;252.0;0.58;0.562;-0.2
70;252.0;0.58;0.562;-0.2
71;252.0;0.58;0.562;-0.2
72;252.0;0.58;0.562;-0.2
73;252.0;0.58;0.562;-0.2
74;252.0;0.58;0.562;-0.2
75;252.0;0.58;0.562;-0.2
76;252.0;0.58;0.562;-0.2
77;252.0;0.58;0.562;-0.2
78;252.0;0.58;0.562;-0.2
79;252.0;0.58;0.562;-0.2
80;252.0;0.58;0.562;-0.2
81;252.0;0.58;0.562;-0.2
82;252.0;0.58;0.562;-0.2
83;252.0;0.58;0.562;-0.2
84;252.0;0.58;0.562;-0.2
85;252.0;0.58;0.562;-0.2
86;252.0;0.58;0.562;-0.2
87;252.0;0.58;0.562;-0.2
88;252.0;0.58;0.562;-0.2
89;252.0;0.58;0.562;-0.2
90;252.0;0.58;0.562;-0.2
91;252.0;0.58;0.562;-0.2
92;252.0;0.58;0.562;-0.2
93;252.0;0.58;0.562;-0.2
94;252.0;0.58;0.562;-0.2
95;252.0;0.58;0.562;-0.2
96;252.0;0.58;0.562;-0.2
97;252.0;0.58;0.562;-0.2
98;252.0;0.58;0.562;-0.2
99;252.0;0.58;0.562;-0.2
100;252.0;0.58;0.562;-0.2
101;252.0;0.58;0.562;-0.2
102;252.0;0.58;0.562;-0.2
103;252.0;0.58;0.562;-0.2
104;252.0;0.58;0.562;-0.2
105;252.0;0.58;0.562;-0.2
106;252.0;0.58;0.562;-0.2
107;252.0;0.58;0.562;-0.2
108;252.0;0.58;0.562;-0.2
109;252.0;0.58;0.562;-0.2
110;252.0;0.58;0.562;-0.2
111;252.0;0.58;0.562;-0.2
112;252.0;0.58;0.562;-0.2
113;252.0;0.58;0.562;-0.2
114;252.0;0.58;0.562;-0.2
115;252.0;0.58;0.562;-0.2
116;252.0;0.58;0.562;-0.2
117;252.0;0.58;0.562;-0.2
118;252.0;0.58;0.562;-0.2
119;252.0;0.58;0.562;-0.2
120;252.0;0.58;0.562;-0.2
121;252.0;0.58;0.562;-0.2
122;252.0;0.58;0.562;-0.2
123;252.0;0.58;0.562;-0.2
124;252.0;0.58;0.562;-0.2
125;252.0;0.58;0.562;-0.2
126;252.0;0.58;0.562;-0.2
127;252.0;0.58;0.562;-0.2
128;252.0;0.58;0.562;-0.2
129;252.0;0.58;0.562;-0.2
130;252.0;0.58;0.562;-0.2
131;252.0;0.58;0.562;-0.2
132;252.0;0.58;0.562;-0.2
133;252.0;0.58;0.562;-0.2
134;252.0;0.58;0.562;-0.2
135;252.0;0.58;0.562;-0.2
136;252.0;0.58;0.562;-0.2
137;252.0;0.58;0.562;-0.2
138;252.0;0.58;0.562;-0.2
139;252.0;0.58;0.562;-0.2
140;252.0;0.58;0.562;-0.2
141;252.0;0.58;0.562;-0.2
142;252.0;0.58;0.562;-0.2
143;252.0;0.58;0.562;-0.2
144;252.0;0.58;0.562;-0.2
145;252.0;0.58;0.562;-0.2
146;252.0;0.58;0.562;-0.2
147;252.0;0.58;0.562;-0.2
148;252.0;0.58;0.562;-0.2
149;252.0;0.58;0.562;-0.2
150;252.0;0.58;0.562;-0.2
151;252.0;0.58;0.562;-0.2
152;252.0;0.58;0.562;-0.2
153;252.0;0.58;0.562;-0.2
154;252.0;0.58;0.562;-0.2
155;252.0;0.58;0.562;-0.2
156;252.0;0.58;0.562;-0.2
157;252.0;0.58;0.562;-0.2
158;252.0;0.58;0.562;-0.2
159;252.0;0.58;0.562;-0.2
160;252.0;0.58;0.562;-0.2
161;252.0;0.58;0.562;-0.2
162;252.0;0.58;0.562;-0.2
163;252.0;0.58;0.562;-0.2
164;252.0;0.58;0.562;-0.2
165;252.0;0.58;0.562;-0.2
166;252.0;0.58;0.562;-0.2
167;252.0;0.58;0.562;-0.2
168;252.0;0.58;0.562;-0.2
169;252.0;0.58;0.562;-0.2
170;252.0;0.58;0.562;-0.2
171;252.0;0.58;0.562;-0.2
172;252.0;0.58;0.562;-0.2
173;252.0;0.58;0.562;-0.2
174;252.0;0.58;0.562;-0.2
175;252.0;0.58;0.562;-0.2
176;252.0;0.58;0.562;-0.2
177;252.0;0.58;0.562;-0.2
178;252.0;0.58;0.562;-0.2
179;252.0;0.58;0.562;-0.2
180;252.0;0.58;0.562;-0.2
181;252.0;0.58;0.562;-0.2
182;252.0;0.58;0.562;-0.2
183;252.0;0.58;0.562;-0.2
184;252.0;0.58;0.562;-0.2
185;252.0;0.58;0.562;-0.2
186;252.0;0.58;0.562;-0.2
187;252.0;0.58;0.562;-0.2
188;252.0;0.58;0.562;-0.2
189;252.0;0.58;0.562;-0.2
190;252.0;0.58;0.562;-0.2
191;252.0;0.58;0.562;-0.2
192;252.0;0.58;0.562;-0.2
193;252.0;0.58;0.562;-0.2
194;252.0;0.58;0.562;-0.2
195;252.0;0.58;0.562;-0.2
196;252.0;0.58;0.562;-0.2
197;252.0;0.58;0.562;-0.2
198;252.0;0.58;0.562;-0.2
199;252.0;0.58;0.562;-0.2
200;252.0;0.58;0.562;-0.2
201;252.0;0.58;0.562;-0.2
202;252.0;0.58;0.562;-0.2
203;252.0;0.58;0.562;-0.2
204;252.0;0.58;0.562;-0.2
205;252.0;0.58;0.562;-0.2
206;252.0;0.58;0.562;-0.2
207;252.0;0.58;0.562;-0.2
208;252.0;0.58;0.562;-0.2
209;252.0;0.58;0.562;-0.2
210;252.0;0.58;0.562;-0.2
211;252.0;0.58;0.562;-0.2
212;252.0;0.58;0.562;-0.2
213;252.0;0.58;0.562;-0.2
214;252.0;0.58;0.562;-0.2
215;252.0;0.58;0.562;-0.2
216;252.0;0.58;0.562;-0.2
217;252.0;0.58;0.562;-0.2
218;252.0;0.58;0.562;-0.2
219;252.0;0.58;0.562;-0.2
220;252.0;0.58;0.562;-0.2
221;252.0;0.58;0.562;-0.2
222;252.0;0.58;0.562;-0.2
223;252.0;0.58;0.562;-0.2
224;252.0;0.58;0.562;-0.2
225;252.0;0.58;0.562;-0.2
