;Reservoirs;Sparsity;Spectral Radius;Fitness
0;365.0;0.1009;0.7655;-0.19166666666666665
1;365.0;0.3856;0.3371;-0.21666666666666665
2;365.0;0.3856;0.3371;-0.21666666666666665
3;370.0;0.2446;0.51;-0.275
4;370.0;0.2446;0.51;-0.275
5;370.0;0.2446;0.51;-0.275
6;370.0;0.2446;0.51;-0.275
7;370.0;0.2446;0.51;-0.275
8;370.0;0.2446;0.51;-0.275
9;370.0;0.2446;0.51;-0.275
10;370.0;0.2446;0.51;-0.275
11;370.0;0.2446;0.51;-0.275
12;370.0;0.2446;0.51;-0.275
13;370.0;0.2446;0.51;-0.275
14;370.0;0.2446;0.51;-0.275
