;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;219;223;gblinear;0.905;0.315;-0.15833333333333333
1;219;223;gblinear;0.905;0.315;-0.15833333333333333
2;219;223;gblinear;0.905;0.315;-0.15833333333333333
3;219;223;gblinear;0.905;0.315;-0.15833333333333333
4;102;48;gbtree;0.49;0.435;-0.175
5;237;177;gbtree;0.435;0.095;-0.1916666666666667
6;237;177;gbtree;0.435;0.095;-0.1916666666666667
7;237;177;gbtree;0.435;0.095;-0.1916666666666667
8;237;177;gbtree;0.435;0.095;-0.1916666666666667
9;237;177;gbtree;0.435;0.095;-0.1916666666666667
10;237;177;gbtree;0.435;0.095;-0.1916666666666667
11;197;273;gbtree;0.965;0.805;-0.2
12;197;273;gbtree;0.965;0.805;-0.2
13;197;273;gbtree;0.965;0.805;-0.2
14;298;64;gbtree;0.505;0.03;-0.21666666666666665
15;298;64;gbtree;0.505;0.03;-0.21666666666666665
16;298;64;gbtree;0.505;0.03;-0.21666666666666665
17;298;64;gbtree;0.505;0.03;-0.21666666666666665
18;298;64;gbtree;0.505;0.03;-0.21666666666666665
19;298;64;gbtree;0.505;0.03;-0.21666666666666665
20;298;64;gbtree;0.505;0.03;-0.21666666666666665
21;298;64;gbtree;0.505;0.03;-0.21666666666666665
22;298;64;gbtree;0.505;0.03;-0.21666666666666665
23;298;64;gbtree;0.505;0.03;-0.21666666666666665
24;298;64;gbtree;0.505;0.03;-0.21666666666666665
25;298;64;gbtree;0.505;0.03;-0.21666666666666665
26;298;64;gbtree;0.505;0.03;-0.21666666666666665
27;298;64;gbtree;0.505;0.03;-0.21666666666666665
28;298;64;gbtree;0.505;0.03;-0.21666666666666665
29;298;64;gbtree;0.505;0.03;-0.21666666666666665
30;298;64;gbtree;0.505;0.03;-0.21666666666666665
31;298;64;gbtree;0.505;0.03;-0.21666666666666665
32;298;64;gbtree;0.505;0.03;-0.21666666666666665
33;298;64;gbtree;0.505;0.03;-0.21666666666666665
34;298;64;gbtree;0.505;0.03;-0.21666666666666665
35;298;64;gbtree;0.505;0.03;-0.21666666666666665
36;298;64;gbtree;0.505;0.03;-0.21666666666666665
37;298;64;gbtree;0.505;0.03;-0.21666666666666665
38;298;64;gbtree;0.505;0.03;-0.21666666666666665
39;298;64;gbtree;0.505;0.03;-0.21666666666666665
40;298;64;gbtree;0.505;0.03;-0.21666666666666665
41;298;64;gbtree;0.505;0.03;-0.21666666666666665
42;298;64;gbtree;0.505;0.03;-0.21666666666666665
43;298;64;gbtree;0.505;0.03;-0.21666666666666665
44;298;64;gbtree;0.505;0.03;-0.21666666666666665
45;298;64;gbtree;0.505;0.03;-0.21666666666666665
46;298;64;gbtree;0.505;0.03;-0.21666666666666665
